units: cfs,
Month,Cache Creek at Yolo
Oct,16.80965427
Nov,15.46421843
Dec,295.8632913
Jan,1287.385977
Feb,1624.910402
Mar,1546.431275
Apr,689.7768678
May,138.2044541
Jun,34.82362133
Jul,18.28398493
Aug,17.54325406
Sep,16.9217239
